0.818
5, 3, 0.999
0, 0, 1.000
4, 4, 0.997
1, 1, 1.000
9, 9, 0.997
2, 8, 0.997
1, 1, 1.000
3, 3, 1.000
1, 1, 1.000
4, 4, 1.000
3, 3, 1.000
5, 8, 0.984
3, 3, 1.000
6, 6, 1.000
1, 1, 1.000
7, 7, 1.000
2, 2, 0.998
8, 8, 1.000
6, 6, 0.996
9, 9, 0.994
4, 4, 1.000
0, 0, 1.000
9, 4, 0.997
1, 1, 1.000
1, 8, 0.980
2, 2, 0.998
4, 4, 0.999
3, 3, 1.000
2, 7, 0.998
7, 7, 0.992
3, 3, 0.999
8, 8, 1.000
6, 6, 1.000
9, 7, 1.000
0, 0, 1.000
5, 5, 0.969
6, 6, 1.000
0, 0, 1.000
7, 7, 0.999
6, 6, 1.000
1, 1, 1.000
8, 8, 1.000
7, 7, 1.000
9, 9, 0.997
3, 3, 1.000
9, 9, 0.999
8, 8, 1.000
5, 5, 0.993
9, 8, 0.999
3, 3, 1.000
3, 3, 1.000
0, 0, 1.000
7, 7, 1.000
4, 4, 0.999
9, 9, 0.998
8, 8, 1.000
0, 0, 1.000
9, 9, 0.998
4, 4, 1.000
1, 1, 1.000
4, 4, 0.999
4, 4, 1.000
6, 6, 0.998
0, 0, 1.000
4, 6, 0.989
5, 8, 0.987
6, 6, 1.000
1, 1, 1.000
0, 0, 1.000
0, 0, 1.000
1, 2, 0.997
7, 7, 1.000
1, 1, 1.000
6, 6, 1.000
3, 3, 1.000
0, 0, 1.000
2, 8, 0.998
1, 1, 1.000
1, 1, 1.000
7, 7, 1.000
9, 8, 0.997
0, 0, 1.000
2, 2, 0.999
6, 6, 1.000
7, 7, 1.000
8, 8, 1.000
3, 3, 0.999
9, 9, 0.999
0, 0, 1.000
4, 4, 1.000
6, 6, 1.000
7, 7, 1.000
4, 4, 1.000
6, 6, 0.998
8, 8, 1.000
0, 0, 1.000
7, 7, 1.000
8, 8, 1.000
3, 3, 1.000
1, 1, 1.000
5, 8, 0.999
7, 7, 1.000
1, 1, 1.000
7, 7, 1.000
1, 1, 1.000
1, 1, 1.000
6, 6, 1.000
3, 3, 1.000
0, 0, 1.000
2, 6, 0.999
9, 9, 0.999
3, 8, 0.999
1, 1, 1.000
1, 1, 1.000
0, 0, 1.000
4, 4, 1.000
9, 9, 0.998
2, 3, 0.996
0, 0, 1.000
0, 0, 1.000
2, 3, 0.999
0, 0, 1.000
2, 2, 1.000
7, 7, 1.000
1, 1, 1.000
8, 8, 1.000
6, 6, 1.000
4, 4, 0.998
1, 1, 1.000
6, 6, 0.999
3, 3, 1.000
4, 4, 1.000
5, 3, 0.999
9, 9, 0.998
1, 8, 0.999
3, 3, 1.000
3, 3, 1.000
8, 8, 0.999
5, 8, 0.986
4, 4, 1.000
7, 7, 1.000
7, 7, 1.000
4, 4, 0.999
2, 8, 0.999
8, 8, 1.000
5, 5, 0.992
8, 8, 1.000
6, 6, 0.999
7, 4, 0.979
3, 3, 1.000
4, 4, 1.000
6, 6, 1.000
1, 1, 1.000
9, 4, 0.994
9, 7, 0.999
6, 6, 1.000
0, 0, 1.000
3, 3, 1.000
7, 7, 0.999
2, 8, 0.998
8, 8, 0.995
2, 3, 0.997
9, 9, 0.998
4, 4, 1.000
4, 4, 1.000
6, 6, 1.000
4, 4, 1.000
9, 9, 0.998
7, 7, 0.998
0, 0, 1.000
9, 9, 0.999
2, 2, 0.999
9, 7, 0.998
5, 8, 0.998
1, 1, 1.000
5, 5, 0.990
9, 9, 0.998
1, 1, 1.000
2, 0, 0.992
3, 3, 1.000
2, 1, 0.997
3, 8, 0.998
5, 3, 0.995
9, 9, 0.998
1, 1, 1.000
7, 7, 1.000
6, 6, 0.999
2, 2, 0.999
8, 8, 1.000
2, 2, 0.991
2, 2, 1.000
5, 0, 0.990
0, 0, 1.000
7, 7, 1.000
4, 4, 1.000
9, 9, 0.999
7, 7, 1.000
8, 8, 1.000
3, 3, 1.000
2, 8, 0.998
1, 1, 1.000
1, 1, 1.000
8, 8, 1.000
3, 3, 0.999
6, 6, 0.999
1, 1, 1.000
0, 0, 1.000
3, 3, 0.998
1, 1, 1.000
0, 0, 1.000
0, 0, 1.000
1, 1, 1.000
7, 7, 0.998
2, 2, 1.000
7, 7, 1.000
3, 3, 1.000
0, 0, 1.000
4, 4, 1.000
6, 6, 1.000
5, 5, 0.993
2, 2, 0.998
6, 6, 1.000
4, 4, 1.000
7, 7, 1.000
1, 8, 0.998
8, 8, 1.000
9, 9, 0.998
9, 9, 0.997
3, 8, 0.994
0, 0, 1.000
7, 7, 1.000
1, 1, 1.000
0, 0, 1.000
2, 2, 1.000
0, 0, 1.000
3, 3, 1.000
5, 5, 0.993
4, 4, 1.000
6, 6, 0.999
5, 3, 0.987
8, 8, 0.999
6, 6, 1.000
3, 3, 1.000
7, 7, 1.000
5, 8, 1.000
8, 8, 1.000
0, 0, 1.000
9, 9, 0.996
1, 1, 1.000
0, 0, 1.000
3, 8, 0.997
1, 1, 1.000
2, 2, 0.999
2, 2, 1.000
3, 8, 0.995
3, 3, 1.000
6, 6, 0.992
4, 4, 1.000
7, 7, 1.000
5, 5, 0.992
0, 0, 1.000
6, 6, 1.000
2, 0, 1.000
7, 7, 1.000
9, 4, 0.999
8, 8, 1.000
5, 8, 1.000
9, 9, 0.998
2, 7, 0.997
1, 1, 1.000
1, 1, 1.000
4, 4, 1.000
4, 4, 1.000
5, 3, 0.988
6, 6, 0.989
4, 4, 1.000
1, 1, 1.000
2, 2, 1.000
5, 2, 0.997
3, 3, 1.000
9, 9, 0.997
3, 3, 1.000
9, 9, 0.996
0, 0, 1.000
5, 3, 0.997
9, 9, 0.997
6, 6, 0.999
5, 3, 0.989
7, 7, 1.000
4, 4, 1.000
1, 1, 1.000
3, 3, 1.000
4, 4, 0.999
0, 0, 1.000
4, 4, 1.000
8, 8, 1.000
0, 0, 1.000
4, 4, 1.000
3, 3, 1.000
6, 6, 0.999
8, 8, 1.000
7, 7, 1.000
6, 6, 1.000
0, 0, 1.000
9, 7, 1.000
7, 7, 1.000
5, 0, 0.997
7, 7, 1.000
2, 2, 0.999
1, 1, 1.000
1, 1, 1.000
6, 6, 1.000
8, 8, 1.000
9, 9, 0.995
4, 4, 0.999
1, 1, 1.000
5, 8, 0.998
2, 2, 1.000
2, 8, 0.998
9, 9, 0.996
0, 0, 1.000
3, 3, 1.000
9, 9, 0.997
6, 6, 1.000
7, 7, 1.000
2, 2, 0.999
0, 0, 1.000
3, 3, 1.000
5, 8, 0.995
4, 4, 1.000
3, 3, 1.000
6, 6, 1.000
5, 8, 0.996
8, 8, 1.000
9, 4, 0.996
5, 5, 0.984
4, 4, 1.000
7, 7, 1.000
4, 4, 1.000
2, 2, 1.000
7, 7, 1.000
3, 3, 1.000
4, 4, 1.000
8, 8, 1.000
9, 4, 0.998
1, 1, 1.000
9, 8, 1.000
2, 2, 1.000
8, 8, 1.000
7, 7, 1.000
9, 9, 0.998
1, 1, 1.000
8, 8, 1.000
7, 7, 1.000
4, 4, 1.000
1, 1, 1.000
3, 3, 0.999
1, 1, 1.000
1, 1, 1.000
0, 0, 1.000
2, 2, 0.999
3, 3, 1.000
9, 9, 0.998
4, 4, 1.000
9, 4, 0.995
2, 2, 0.999
1, 1, 1.000
6, 6, 1.000
8, 8, 1.000
4, 4, 1.000
7, 1, 1.000
7, 7, 1.000
4, 4, 1.000
4, 4, 1.000
9, 4, 0.999
